Offset,PID,Handle,Access,Type,Details,
0x82527080,1724,0x2e8,0x1f0003,Event,,ETERS\PROTOCOL_CATALOG9
0xe1f6e1b8,1724,0x2ec,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x81f71580,1724,0x2f0,0x100000,Mutant,WininetConnectionMutex,ETERS\NAMESPACE_CATALOG5
0x8217ec40,1724,0x2f4,0x100000,Mutant,WininetProxyRegistryMutex,
0x823d7d40,1724,0x2f8,0x1f0003,Event,,
0x821f83d8,1724,0x2fc,0x1f01ff,File,\Device\Tcp,
0x82481180,1724,0x300,0x1f01ff,File,\Device\Tcp,
0x821e9bb8,1724,0x304,0x1f03ff,Thread,TID 496 PID 1724,
0x823aa728,1724,0x308,0x1f0003,Semaphore,,
0x8218da70,1724,0x30c,0x1f0003,Event,,
0xe1cfd230,1724,0x310,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER,
0x8247cde0,1724,0x314,0x100003,Semaphore,,\HWORDER
0x8219f918,1724,0x318,0x100003,Semaphore,,
0x82429198,1724,0x31c,0x100000,Event,crypt32LogoffEvent,
0x82192020,1724,0x320,0x1f03ff,Thread,TID 808 PID 1724,
0xe20dcd48,1724,0x324,0x20,Token,,
0x8250c3c0,1724,0x328,0x1f0003,Event,,
0x8238eda0,1724,0x32c,0x1f03ff,Thread,TID 1536 PID 1724,
0x824f8888,1724,0x330,0x1f03ff,Thread,TID 1356 PID 1724,
0x8206c340,1724,0x334,0x1f03ff,Thread,TID 1824 PID 1724,
0x823245f8,1724,0x338,0x1f03ff,Thread,TID 1808 PID 1724,
0x82192020,1724,0x33c,0x1f03ff,Thread,TID 808 PID 1724,
0x821eb790,1724,0x340,0x1f03ff,Thread,TID 1196 PID 1724,
0x823e91a8,1724,0x344,0x1f03ff,Thread,TID 1912 PID 1724,
0x824f8410,1724,0x348,0x1f03ff,Thread,TID 1904 PID 1724,
0x821aada0,1724,0x34c,0x1f03ff,Thread,TID 1348 PID 1724,
0x824f7928,1724,0x350,0x1f03ff,Thread,TID 508 PID 1724,
0xe20f6238,1724,0x354,0x4,Section,mmGlobalPnpInfo,
0x8219ed10,1724,0x358,0x1f0003,Event,,
0xe22d5628,1724,0x35c,0x1f0001,Port,,
0x820ba968,1724,0x360,0x100002,Event,mixercallback,
0x8248b420,1724,0x364,0x1f0003,Event,,
0xe1f19f28,1724,0x368,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824f95a8,1724,0x36c,0x1f03ff,Thread,TID 1208 PID 1724,\DRIVERS32
0x8207a4e8,1724,0x370,0x1f0003,Event,,
0x8226cbe8,1724,0x374,0x12019f,File,\Device\KSENUM#00000001\{9B365890-165F-11D0-A195-002,
0x82212eb8,1724,0x378,0x1f0001,Mutant,,0AFD156E4}
0x81f7af18,1724,0x37c,0x1f0001,Mutant,,
0x82328da0,1724,0x380,0x1f03ff,Thread,TID 1148 PID 1724,
0x823866c0,1724,0x384,0x100002,Event,hardwaremixercallback,
0x82534378,1724,0x388,0x1f03ff,Thread,TID 1156 PID 1724,
0x81f9e0e0,1724,0x38c,0x1f0001,Mutant,MidiMapper_modLongMessage_RefCnt,
0x82074730,1724,0x390,0x1f0003,Event,,
0x82327da0,1724,0x394,0x1f03ff,Thread,TID 836 PID 1724,
0x82333328,1724,0x398,0x1f03ff,Thread,TID 544 PID 1724,
0x8219de38,1724,0x39c,0x1f0001,Mutant,,
0x824f74b0,1724,0x3a0,0x1f03ff,Thread,TID 248 PID 1724,
0xe1e0faf0,1724,0x3a4,0x6,Section,WDMAUD_Callbacks,
0x81f802b0,1724,0x3a8,0x1f0001,Mutant,,
0x81f66d60,1724,0x3ac,0x1f0003,Event,,
0x823f2490,1724,0x3b0,0x1f0003,Event,,
0x8247f490,1724,0x3b4,0x120089,File,\Device\HarddiskVolume1\Documents and Settings\Admin,
0x821af180,1724,0x3b8,0x1f0001,Mutant,MidiMapper_Configure,istrator\My Documents\Incident Response Suites\CMATv1.02a\XPSP2_FUToDump.mem
0x823332e0,1724,0x3bc,0x1f0001,Mutant,,
0xe10096c0,140,0x4,0x20003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,140,0x8,0x3,Directory,KnownDlls,
0x81f9eb68,140,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x8206a2b8,140,0x10,0x100003,Semaphore,,
0xe18f8940,140,0x14,0xf000f,Directory,Windows,
0xe17c30b8,140,0x18,0x21f0001,Port,,
0x8206a248,140,0x1c,0x100003,Semaphore,,
0xe16333f0,140,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,140,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0x81fa1650,140,0x28,0x1f03ff,Thread,TID 196 PID 140,
0x8238ce08,140,0x2c,0xf006e,WindowStation,Service-0x0-3e5$,
0x81fd8598,140,0x30,0x21f0003,Event,,
0x820894b8,140,0x34,0xf00cf,Desktop,Default,
0x8238ce08,140,0x38,0xf006e,WindowStation,Service-0x0-3e5$,
0x82183a60,140,0x3c,0x1f0003,Event,,
0x81f98270,140,0x40,0x100003,Semaphore,,
0x81f97308,140,0x44,0x100003,Semaphore,,
0xe1efb398,140,0x48,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x81f911e8,140,0x4c,0x1f0003,Event,,\DRIVERS32
0x82538e10,140,0x50,0x100001,File,\Device\KsecDD,
0x824b3920,140,0x54,0x1f0003,Event,,
0xe217f1c0,140,0x58,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,140,0x5c,0x100002,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0xe1f1e4c8,140,0x60,0x8,Token,,
0x82090e58,140,0x64,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821fa858,140,0x68,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81f97238,140,0x6c,0x100003,Semaphore,,
0x81f98208,140,0x70,0x100003,Semaphore,,
0x81f982d8,140,0x74,0x100003,Semaphore,,
0x81f98340,140,0x78,0x100003,Semaphore,,
0x8219f1d8,140,0x7c,0x100003,Semaphore,,
0x81f991c0,140,0x80,0x100003,Semaphore,,
0x82334448,140,0x84,0x100003,Semaphore,,
0x81f93370,140,0x88,0x100003,Semaphore,,
0x8247d1c0,140,0x8c,0x100003,Semaphore,,
0x8247d020,140,0x90,0x100003,Semaphore,,
0x82396070,140,0x94,0x100003,Semaphore,,
0x8247d188,140,0x98,0x100003,Semaphore,,
0x824cb9d0,140,0x9c,0x1f0003,Event,,
0x824cb9a0,140,0xa0,0x1f0003,Event,,
0x821fdd48,140,0xa4,0x1f0003,Event,,
0x8241efb0,140,0xa8,0x1f0003,Event,,
0x82227558,140,0xac,0x1f03ff,Thread,TID 164 PID 140,
0xe21317d0,140,0xb0,0x1f0001,Port,,
0x820bb1d0,140,0xb4,0x1f0003,Event,,
0x81fa1e90,140,0xb8,0x1f0003,IoCompletion,,
0x8221a3a0,140,0xbc,0x12019f,File,\Device\NamedPipe\net\NtControlPipe9,
0x81fa8ea0,140,0xc0,0x1f0003,IoCompletion,,
0x81fa1e90,140,0xc4,0x1f0003,IoCompletion,,
0xe1f0be40,140,0xc8,0x1f0001,Port,,
0x8243f578,140,0xcc,0x1f0003,Event,,
0x82511998,140,0xd0,0x100000,File,\Device\WebDavRedirector,
0x821afc10,140,0xd4,0x1f03ff,Thread,TID 192 PID 140,
0x82090c60,140,0xd8,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821ad3f0,140,0xdc,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821adc30,140,0xe0,0x1f0003,Event,,
0xe217f158,140,0xe4,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FE,
0xe211d1c0,140,0xe8,0x2001f,Key,USER\S-1-5-19\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERS,ATURECONTROL\FEATURE_PROTOCOL_LOCKDOWN
0x824a7110,140,0xec,0x12019f,File,\Device\WMIDataDevice,ION\INTERNET SETTINGS
0x8219c800,140,0xf0,0x1f0003,Event,,
0x81f9c820,140,0xf4,0xa84,WmiGuid,,
0x82211bc8,140,0xf8,0x12019f,File,\Device\WMIDataDevice,
0x8217c708,140,0xfc,0x1f0003,Event,,
0x821b53c0,140,0x100,0x1f07fb,Process,svchost.exe(140),
0x81f68468,140,0x104,0x1f0003,Event,,
0x821ab0c0,140,0x108,0x1f0003,Event,,
0x81f68498,140,0x10c,0x100003,Event,,
0x824b7d20,140,0x110,0xa84,WmiGuid,,
0x8247e028,140,0x114,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x8250a028,140,0x120,0x100000,File,\Device\WebDavRedirector,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x823e3580,140,0x124,0x100000,File,\Device\WebDavRedirector,
0x821e5660,140,0x128,0x100002,Semaphore,shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D},
0x821ad8b0,140,0x130,0x1f0003,Event,,
0xe21871d8,140,0x134,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x821ad880,140,0x138,0x1f0003,Event,,ETERS\PROTOCOL_CATALOG9
0xe21601d8,140,0x13c,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0xe211d158,140,0x140,0x20019,Key,MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTV,ETERS\NAMESPACE_CATALOG5
0x82520de0,140,0x144,0xa84,WmiGuid,,ERSION\INTERNET SETTINGS
0xe19b8a60,140,0x148,0x20019,Key,USER\S-1-5-19\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERS,
0xe1ee7158,140,0x14c,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\IN,ION\INTERNET SETTINGS
0xe17b2c20,140,0x150,0x20019,Key,MACHINE\SOFTWARE\POLICIES,TERNET SETTINGS
0xe1f0c230,140,0x154,0x20019,Key,USER\S-1-5-19\SOFTWARE\POLICIES,
0xe1f1e450,140,0x158,0x20019,Key,USER\S-1-5-19\SOFTWARE,
0xe1f08578,140,0x15c,0x20019,Key,MACHINE\SOFTWARE,
0xe1efb6b8,140,0x160,0x1f0001,Port,,
0x821e2d78,140,0x164,0x100000,Mutant,_!MSFTHISTORY!_,
0x8238b2f0,140,0x168,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Local,
0x8241e030,140,0x16c,0x1f0001,Mutant,c:!documents and settings!localservice!local setting,Service\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0xe1f171d8,140,0x170,0xf0007,Section,C:_Documents and Settings_LocalService_Local Setting,s!temporary internet files!content.ie5!
0x8241f028,140,0x174,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Local,s_Temporary Internet Files_Content.IE5_index.dat_32768
0x8242bbf8,140,0x178,0x1f0001,Mutant,c:!documents and settings!localservice!cookies!,Service\Cookies\index.dat
0xe1f0a510,140,0x17c,0xf0007,Section,C:_Documents and Settings_LocalService_Cookies_index,
0x821dcba8,140,0x180,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Local,.dat_16384
0x8241ef40,140,0x184,0x1f0001,Mutant,c:!documents and settings!localservice!local setting,Service\Local Settings\History\History.IE5\index.dat
0xe1f0bca0,140,0x188,0xf0007,Section,C:_Documents and Settings_LocalService_Local Setting,s!history!history.ie5!
0x8217faa8,140,0x18c,0x100000,Mutant,WininetStartupMutex,s_History_History.IE5_index.dat_16384
0x81fa0218,140,0x190,0x1f0001,Mutant,,
0x8217ec40,140,0x194,0x100000,Mutant,WininetProxyRegistryMutex,
0x821ad850,140,0x198,0x1f0003,Event,,
0x8247d0e0,140,0x19c,0x100003,Semaphore,,
0x8247d0a8,140,0x1a0,0x100003,Semaphore,,
0x82222198,140,0x1a4,0x100000,File,\Device\WebDavRedirector,
0x82329158,140,0x1a8,0x12019f,File,\Device\NamedPipe\DAV RPC SERVICE,
0x823231c8,140,0x1ac,0x12019f,File,\Device\NamedPipe\DAV RPC SERVICE,
0x821adc60,140,0x1b0,0x1f0003,Event,,
0x821a9980,140,0x1b4,0x1f03ff,Thread,TID 200 PID 140,
0xe10096c0,212,0x4,0x20003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,212,0x8,0x3,Directory,KnownDlls,
0x81fcc028,212,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x82396150,212,0x10,0x100003,Semaphore,,
0xe18f8940,212,0x14,0xf000f,Directory,Windows,
0xe1f09170,212,0x18,0x21f0001,Port,,
0x823961c0,212,0x1c,0x100003,Semaphore,,
0xe16333f0,212,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,212,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0xe19b89f8,212,0x28,0x2020019,Key,MACHINE,
0x8238ce08,212,0x2c,0xf006e,WindowStation,Service-0x0-3e5$,
0x823bef58,212,0x30,0x21f0003,Event,,
0x820894b8,212,0x34,0xf00cf,Desktop,Default,
0x8238ce08,212,0x38,0xf006e,WindowStation,Service-0x0-3e5$,
0x8243abb0,212,0x3c,0x1f0003,Event,,
0x82396118,212,0x40,0x100003,Semaphore,,
0x823960e0,212,0x44,0x100003,Semaphore,,
0xe1f24ca8,212,0x48,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x82399f38,212,0x4c,0x1f0003,Event,,\DRIVERS32
0x82503a20,212,0x50,0x100001,File,\Device\KsecDD,
0x82527d60,212,0x54,0x1f0003,Event,,
0xe1f18c20,212,0x58,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,212,0x5c,0x100002,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0x8206b138,212,0x60,0x1f0003,Event,,
0x821b6ae0,212,0x64,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x824adca0,212,0x68,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x824fc270,212,0x6c,0x1f0003,Event,,
0x82056698,212,0x70,0x12019f,File,\Device\NamedPipe\net\NtControlPipe10,
0x824fc240,212,0x74,0x1f0003,Event,,
0x81f9e650,212,0x78,0x1f03ff,Thread,TID 188 PID 212,
0x8234ff40,212,0x7c,0x1f0003,Event,,
0xe1f08658,212,0x80,0x1f0001,Port,,
0x824f17b8,212,0x84,0x1f0003,Event,,
0x823cf488,212,0x88,0x1f0001,Mutant,,
0x8238a900,212,0x8c,0x1f0003,Event,,
0x8238a8d0,212,0x90,0x1f0003,Event,,
0x823cfe20,212,0x94,0x1f0001,Mutant,,
0x823cfdf0,212,0x98,0x1f0003,Event,,
0x820811b8,212,0x9c,0x1f0001,Mutant,,
0x82081178,212,0xa0,0x1f0001,Mutant,,
0x823fd020,212,0xa4,0x1f0001,Mutant,,
0x823fd078,212,0xa8,0x1f0001,Mutant,,
0xe1f32940,212,0xac,0xc,Token,,
0x82230da0,212,0xb0,0x1f03ff,Thread,TID 988 PID 212,
0xe1f1cf68,212,0xb4,0x1f0001,Port,,
0x81f9c3c8,212,0xb8,0x1f03ff,Thread,TID 220 PID 212,
0x821b73f0,212,0xbc,0x21f0003,Event,,
0xe16c6bb8,212,0xc0,0x1f0001,Port,BthServEp,
0x81fa8a98,212,0xc4,0x1f03ff,Thread,TID 224 PID 212,
0x821b7cc0,212,0xc8,0x1f0001,Mutant,,
0x821b7e40,212,0xcc,0x1f0003,Event,,
0x81f9c3c8,212,0xd0,0x1f03ff,Thread,TID 220 PID 212,
0x82527d18,212,0xd4,0x1f0003,IoCompletion,,
0x821b7df8,212,0xd8,0x1f0003,IoCompletion,,
0x82527d18,212,0xdc,0x1f0003,IoCompletion,,
0x821b7dc8,212,0xe0,0x1f0003,Event,,
0xe1f07a18,212,0xe4,0x1f0001,Port,,
0x82429198,212,0xe8,0x100000,Event,crypt32LogoffEvent,
0x821b7c30,212,0xec,0x1f0003,Event,,
0x822307b8,212,0xf0,0x1f0001,Mutant,,
0x821b7c00,212,0xf4,0x1f0003,Event,,
0x82230788,212,0xf8,0x1f0003,Event,,
0x82231408,212,0xfc,0x1f0003,Event,,
0xe1f34970,212,0x100,0x1f0001,Port,,
0x822312f0,212,0x104,0x1200a0,File,\Device\Tcp,
0x821b6498,212,0x108,0x1200a0,File,\Device\Ip,
0x821b6400,212,0x10c,0x1200a0,File,\Device\Ip,
0x82481608,212,0x110,0x100003,Semaphore,,
0x82481598,212,0x114,0x100003,Semaphore,,
0xe1f422b0,212,0x118,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE,
0xe1f21430,212,0x11c,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETE,
0xe1f23bb0,212,0x120,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS
0xe1f56f00,212,0x124,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS\INTERFACES
0x824815d0,212,0x128,0x100003,Semaphore,,RS
0x81f75c70,212,0x12c,0x100003,Semaphore,,
0x81f8cc80,212,0x130,0x100003,Semaphore,,
0x81f75c00,212,0x134,0x100003,Semaphore,,
0x81fab400,212,0x138,0x1f0003,Event,,
0xe17e0498,212,0x13c,0x1f0001,Port,,
0x821b9da0,212,0x140,0x1f03ff,Thread,TID 992 PID 212,
0x8217a978,212,0x14c,0x40,Process,rundll32.exe(1696),
0x824f1300,212,0x150,0x1f0003,Event,,
0xe10096c0,380,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,380,0x8,0x3,Directory,KnownDlls,
0x823e0e70,380,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x823a4270,380,0x10,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0xe18f8940,380,0x14,0xf000f,Directory,Windows,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0xe2154020,380,0x18,0x21f0001,Port,,
0x82183598,380,0x1c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x81f9fb18,380,0x20,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x81fa49a8,380,0x24,0x100003,Semaphore,,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x82424918,380,0x28,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821ca330,380,0x2c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x81f96620,380,0x30,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x823f23f0,380,0x34,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x824f11f0,380,0x38,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x81fa4a78,380,0x3c,0x100003,Semaphore,,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0xe1f15b48,380,0x40,0x20f003f,Key,MACHINE,
0x8238d038,380,0x44,0xf037f,WindowStation,WinSta0,
0x8207d478,380,0x48,0x21f0003,Event,,
0x8243d3a0,380,0x4c,0xf01ff,Desktop,Default,
0x8238d038,380,0x50,0xf037f,WindowStation,WinSta0,
0x81fdd3e8,380,0x54,0x100001,File,\Device\KsecDD,
0xe16333f0,380,0x58,0x2000f,Directory,BaseNamedObjects,
0x824013f0,380,0x5c,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},
0x821bf1f8,380,0x60,0x1200a0,File,\Device\Tcp,
0x824ad760,380,0x64,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x81f6de08,380,0x68,0x120116,File,\Device\Tcp,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821b38c0,380,0x6c,0x1200a0,File,\Device\Ip,
0x821b58a0,380,0x70,0x100003,File,\Device\Ip,
0x821b34a0,380,0x74,0x1200a0,File,\Device\Ip,
0x81fa4a10,380,0x78,0x100003,Semaphore,,
0x823375e8,380,0x7c,0x100003,Semaphore,,
0xe1f2c6f0,380,0x80,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE,
0xe1f2c688,380,0x84,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETE,
0xe21550e0,380,0x88,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS
0xe1f23d00,380,0x8c,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS\INTERFACES
0x821c6020,380,0x90,0x1f03ff,Thread,TID 276 PID 380,RS
0x821b3888,380,0x94,0x1f0003,Event,,
0xe1f090d8,380,0x98,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x821b4c90,380,0x9c,0x1f0003,Event,,ETERS\PROTOCOL_CATALOG9
0xe1f42728,380,0xa0,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0xe1f09020,380,0xa4,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTE,ETERS\NAMESPACE_CATALOG5
0xe1f426c0,380,0xa8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE,RNATE SORTS
0xe1f23d68,380,0xac,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GR,
0x8218dfb8,380,0xb0,0x1f0003,Event,,OUPS
0x8218df88,380,0xb4,0x1f0003,Event,,
0x8218df58,380,0xb8,0x1f0003,Event,,
0x8218df28,380,0xbc,0x1f0003,Event,,
0x821c6020,380,0xc0,0x1f03ff,Thread,TID 276 PID 380,
0xe1f32470,380,0xc4,0x1f0001,Port,,
0x8222d9e8,380,0xc8,0x1f0003,Event,,
0x82515488,380,0xcc,0x12019f,File,\Device\NamedPipe\net\NtControlPipe12,
0x821e5660,380,0xd0,0x1f0003,Semaphore,shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D},
0x821bf330,380,0xd4,0x1f0003,Event,,
0xe2151180,380,0xd8,0x1f0001,Port,,
0x824f1330,380,0xdc,0x1f0003,Event,,
0x823aac08,380,0xe0,0x1f03ff,Thread,TID 996 PID 380,
0x82330888,380,0xe4,0x1f0003,Event,,
0x824f1908,380,0xe8,0x1f0003,Event,,
0x8222da90,380,0xec,0x100003,Semaphore,,
0x8207d608,380,0xf0,0x100003,Semaphore,,
0x8207d640,380,0xf4,0x100003,Semaphore,,
0x8234cc98,380,0xf8,0x100003,Semaphore,,
0x8234ccd0,380,0xfc,0x100003,Semaphore,,
0x8234cd08,380,0x100,0x100003,Semaphore,,
0x8234cd40,380,0x104,0x100003,Semaphore,,
0x8234cd78,380,0x108,0x100003,Semaphore,,
0x81fd7ca0,380,0x10c,0x100003,Semaphore,,
0x81fd7cd8,380,0x110,0x100003,Semaphore,,
0x81fd7d10,380,0x114,0x100003,Semaphore,,
0x81fd7d48,380,0x118,0x100003,Semaphore,,
0x821bf360,380,0x11c,0x1f0003,Event,,
0x81fdd598,380,0x120,0x1f0003,Event,VMwareToolsQuitEvent_vmsvc,
0x824ad8a8,380,0x124,0x1f0003,Event,VMwareToolsDumpStateEvent_vmsvc,
0x823aac08,380,0x128,0x1f03ff,Thread,TID 996 PID 380,
0x81fdd4c8,380,0x12c,0x1f0003,Semaphore,,
0x823a41d8,380,0x130,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x824ad860,380,0x134,0x1f0003,Semaphore,,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x8250ec50,380,0x138,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821b92a8,380,0x13c,0x1f0003,Event,,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0xe218b9c0,380,0x140,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER,
0x81f955d8,380,0x144,0x100003,Semaphore,,\HWORDER
0x81f967b0,380,0x148,0x100003,Semaphore,,
0x824ad4d8,380,0x14c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x8220d748,380,0x150,0x1f0003,Event,userenv:  User Profile setup event,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x8234cbd8,380,0x154,0x1f0003,IoCompletion,,
0x81fdd658,380,0x158,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x824ad9d0,380,0x15c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x8207d720,380,0x160,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x8250ed00,380,0x164,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x821b4510,380,0x168,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x820747e8,380,0x16c,0x1f03ff,Thread,TID 1024 PID 380,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x823fd388,380,0x170,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x823fb3f8,380,0x174,0x12019f,File,\Device\NamedPipe\lsarpc,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x82424a60,380,0x178,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821822c0,380,0x17c,0x1f03ff,Thread,TID 1028 PID 380,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
